154,2010-02-01,300032,"56,519.04",24.30,0.04,"5,300.68",9.38,"5,728.41",10.14,"27,233.05",48.18,"9,235.74",16.34,"8,996.88",15.92
155,2010-02-01,300033,"162,990.58",30.27,0.02,875.55,0.54,"20,561.14",12.61,"57,142.28",35.06,"33,286.96",20.42,"51,094.38",31.35
156,2010-02-01,300034,"96,212.47",23.25,0.02,"4,771.07",4.96,"10,942.77",11.37,"43,575.95",45.29,"18,488.05",19.22,"18,411.38",19.14
157,2010-02-01,300035,"29,322.81",5.50,0.02,"1,927.34",6.57,"2,408.30",8.21,"14,058.94",47.95,"5,296.17",18.06,"5,626.55",19.19
158,2010-02-01,300036,"28,182.08",13.48,0.05,"1,936.09",6.87,"4,177.03",14.82,"12,995.58",46.11,"4,787.50",16.99,"4,272.41",15.16
159,2010-02-01,300037,"68,430.63",17.31,0.03,"3,769.99",5.51,"6,659.61",9.73,"32,537.33",47.55,"12,906.01",18.86,"12,540.38",18.33
160,2010-02-01,300038,"45,411.77",19.01,0.04,"2,670.96",5.88,"6,444.91",14.19,"22,099.02",48.66,"7,307.29",16.09,"6,870.57",15.13
161,2010-02-01,300039,"76,640.94",11.40,0.01,"3,659.25",4.77,"4,956.58",6.47,"34,068.82",44.45,"12,998.01",16.96,"20,946.87",27.33
162,2010-02-01,300040,"38,573.76",11.33,0.03,"2,556.88",6.63,"3,245.93",8.41,"18,904.32",49.01,"6,379.48",16.54,"7,475.83",19.38
163,2010-02-01,300041,"37,485.22",8.82,0.02,"2,494.12",6.65,"3,262.12",8.70,"18,846.06",50.28,"6,872.18",18.33,"6,001.92",16.01
164,2010-02-01,300042,"44,565.44",9.25,0.02,"3,240.67",7.27,"3,857.93",8.66,"21,166.30",47.49,"7,512.01",16.86,"8,779.28",19.70
165,2010-02-01,300043,"29,452.15",10.41,0.04,"2,548.74",8.65,"2,975.16",10.10,"15,108.58",51.30,"4,166.65",14.15,"4,642.60",15.76
166,2010-02-01,300044,"88,925.18",23.15,0.03,"4,420.93",4.97,"10,184.20",11.45,"39,751.32",44.70,"17,112.33",19.24,"17,433.26",19.60
167,2010-02-01,300045,"41,402.20",11.35,0.03,"2,483.91",6.00,"4,919.01",11.88,"19,421.26",46.91,"7,194.22",17.38,"7,372.45",17.81
168,2010-02-01,300046,"40,418.15",7.13,0.02,"2,848.59",7.05,"3,564.00",8.82,"20,459.66",50.62,"6,431.51",15.91,"7,107.26",17.58
169,2010-02-01,300047,"49,489.29",17.28,0.03,"2,999.87",6.06,"7,798.00",15.76,"24,123.71",48.75,"8,091.56",16.35,"6,458.87",13.05
170,2010-02-01,300048,"186,894.39",19.24,0.01,"7,125.15",3.81,"8,929.92",4.78,"58,736.15",31.43,"32,598.59",17.44,"79,485.34",42.53
171,2010-02-01,300049,"48,910.94",14.10,0.03,"2,527.36",5.17,"6,217.49",12.71,"23,117.03",47.26,"8,868.37",18.13,"8,166.59",16.70
