404,2002-02-04,6m,2.1657
405,2002-02-04,9m,2.1991
406,2002-02-04,1y,2.2322
407,2002-02-04,2y,2.3615
408,2002-02-04,3y,2.4858
409,2002-02-04,4y,2.6053
410,2002-02-04,5y,2.7197
411,2002-02-04,6y,2.8293
412,2002-02-04,7y,2.9339
413,2002-02-04,8y,3.0335
414,2002-02-04,9y,3.1282
415,2002-02-04,10y,3.218
416,2002-02-04,15y,3.5927
417,2002-02-04,20y,3.8439
418,2002-02-04,30y,3.9756
419,2002-02-05,0d,2.0685
420,2002-02-05,1m,2.0796
421,2002-02-05,2m,2.0906
422,2002-02-05,3m,2.1016
423,2002-02-05,6m,2.1345
424,2002-02-05,9m,2.167
425,2002-02-05,1y,2.1994
426,2002-02-05,2y,2.326
427,2002-02-05,3y,2.4485
428,2002-02-05,4y,2.5668
429,2002-02-05,5y,2.681
430,2002-02-05,6y,2.791
431,2002-02-05,7y,2.8968
432,2002-02-05,8y,2.9985
433,2002-02-05,9y,3.096
434,2002-02-05,10y,3.1893
435,2002-02-05,15y,3.5935
436,2002-02-05,20y,3.8935
437,2002-02-05,30y,4.1812
438,2002-02-06,0d,2.1482
439,2002-02-06,1m,2.1582
440,2002-02-06,2m,2.1683
441,2002-02-06,3m,2.1783
442,2002-02-06,6m,2.2082
443,2002-02-06,9m,2.2379
444,2002-02-06,1y,2.2673
445,2002-02-06,2y,2.3832
446,2002-02-06,3y,2.4957
447,2002-02-06,4y,2.6049
448,2002-02-06,5y,2.7107
449,2002-02-06,6y,2.8132
450,2002-02-06,7y,2.9123
451,2002-02-06,8y,3.0081
452,2002-02-06,9y,3.1006
453,2002-02-06,10y,3.1897
454,2002-02-06,15y,3.5853
455,2002-02-06,20y,3.8973
456,2002-02-06,30y,4.271
457,2002-02-07,0d,2.0338
458,2002-02-07,1m,2.0469
459,2002-02-07,2m,2.0599
460,2002-02-07,3m,2.0729
461,2002-02-07,6m,2.1116
462,2002-02-07,9m,2.1498
463,2002-02-07,1y,2.1876
464,2002-02-07,2y,2.3342
465,2002-02-07,3y,2.4736
466,2002-02-07,4y,2.6059
467,2002-02-07,5y,2.731
468,2002-02-07,6y,2.8489
469,2002-02-07,7y,2.9597
470,2002-02-07,8y,3.0633
471,2002-02-07,9y,3.1598
472,2002-02-07,10y,3.2491
473,2002-02-07,15y,3.5882
474,2002-02-07,20y,3.7483
475,2002-02-07,30y,3.5314
476,2002-02-08,0d,2.0438
477,2002-02-08,1m,2.056
478,2002-02-08,2m,2.0682
479,2002-02-08,3m,2.0803
480,2002-02-08,6m,2.1165
481,2002-02-08,9m,2.1523
482,2002-02-08,1y,2.1877
483,2002-02-08,2y,2.3256
484,2002-02-08,3y,2.4573
485,2002-02-08,4y,2.5829
486,2002-02-08,5y,2.7024
487,2002-02-08,6y,2.8159
488,2002-02-08,7y,2.9232
489,2002-02-08,8y,3.0244
490,2002-02-08,9y,3.1195
491,2002-02-08,10y,3.2085
492,2002-02-08,15y,3.562
493,2002-02-08,20y,3.7629
494,2002-02-08,30y,3.7068
495,2002-02-09,0d,2.0626
496,2002-02-09,1m,2.0744
497,2002-02-09,2m,2.0861
498,2002-02-09,3m,2.0977
499,2002-02-09,6m,2.1325
500,2002-02-09,9m,2.1669
501,2002-02-09,1y,2.2009
502,2002-02-09,2y,2.3337
503,2002-02-09,3y,2.4608
504,2002-02-09,4y,2.5824
505,2002-02-09,5y,2.6984
506,2002-02-09,6y,2.8089
507,2002-02-09,7y,2.9137
508,2002-02-09,8y,3.013
509,2002-02-09,9y,3.1067
510,2002-02-09,10y,3.1948
511,2002-02-09,15y,3.5518
512,2002-02-09,20y,3.7693
513,2002-02-09,30y,3.7861
514,2002-02-10,0d,2.0855
515,2002-02-10,1m,2.0972
516,2002-02-10,2m,2.1089
517,2002-02-10,3m,2.1205
518,2002-02-10,6m,2.1551
519,2002-02-10,9m,2.1894
520,2002-02-10,1y,2.2233
521,2002-02-10,2y,2.3555
522,2002-02-10,3y,2.4819
523,2002-02-10,4y,2.6027
524,2002-02-10,5y,2.7178
525,2002-02-10,6y,2.8273
526,2002-02-10,7y,2.9311
527,2002-02-10,8y,3.0292
528,2002-02-10,9y,3.1217
529,2002-02-10,10y,3.2084
530,2002-02-10,15y,3.5573
531,2002-02-10,20y,3.7644
532,2002-02-10,30y,3.7534
533,2002-02-11,0d,2.1192
534,2002-02-11,1m,2.1306
535,2002-02-11,2m,2.142
536,2002-02-11,3m,2.1533
537,2002-02-11,6m,2.1872
538,2002-02-11,9m,2.2207
539,2002-02-11,1y,2.2539
540,2002-02-11,2y,2.383
541,2002-02-11,3y,2.5067
542,2002-02-11,4y,2.6248
543,2002-02-11,5y,2.7374
544,2002-02-11,6y,2.8444
545,2002-02-11,7y,2.9459
546,2002-02-11,8y,3.0419
547,2002-02-11,9y,3.1324
548,2002-02-11,10y,3.2173
549,2002-02-11,15y,3.559
550,2002-02-11,20y,3.7625
551,2002-02-11,30y,3.7545
552,2002-02-19,0d,2.1142
553,2002-02-19,1m,2.1248
554,2002-02-19,2m,2.1355
555,2002-02-19,3m,2.146
556,2002-02-19,6m,2.1776
557,2002-02-19,9m,2.2089
558,2002-02-19,1y,2.2399
559,2002-02-19,2y,2.3611
560,2002-02-19,3y,2.4778
561,2002-02-19,4y,2.59
562,2002-02-19,5y,2.6976
563,2002-02-19,6y,2.8007
564,2002-02-19,7y,2.8993
565,2002-02-19,8y,2.9934
566,2002-02-19,9y,3.0829
567,2002-02-19,10y,3.1679
568,2002-02-19,15y,3.525
569,2002-02-19,20y,3.7689
570,2002-02-19,30y,3.9172
571,2002-02-20,0d,1.9979
572,2002-02-20,1m,2.01
573,2002-02-20,2m,2.0221
574,2002-02-20,3m,2.0341
575,2002-02-20,6m,2.0699
576,2002-02-20,9m,2.1054
577,2002-02-20,1y,2.1405
578,2002-02-20,2y,2.2773
579,2002-02-20,3y,2.4083
580,2002-02-20,4y,2.5336
581,2002-02-20,5y,2.6532
582,2002-02-20,6y,2.767
583,2002-02-20,7y,2.875
584,2002-02-20,8y,2.9774
585,2002-02-20,9y,3.0739
586,2002-02-20,10y,3.1647
587,2002-02-20,15y,3.5325
588,2002-02-20,20y,3.7566
589,2002-02-20,30y,3.7734
590,2002-02-21,0d,2.0952
591,2002-02-21,1m,2.1059
592,2002-02-21,2m,2.1166
593,2002-02-21,3m,2.1273
594,2002-02-21,6m,2.1592
595,2002-02-21,9m,2.1908
596,2002-02-21,1y,2.2222
597,2002-02-21,2y,2.3446
598,2002-02-21,3y,2.4624
599,2002-02-21,4y,2.5756
600,2002-02-21,5y,2.6842
601,2002-02-21,6y,2.7882
602,2002-02-21,7y,2.8876
603,2002-02-21,8y,2.9825
604,2002-02-21,9y,3.0727
605,2002-02-21,10y,3.1583
606,2002-02-21,15y,3.5176
607,2002-02-21,20y,3.762
608,2002-02-21,30y,3.9061
609,2002-02-22,0d,2.0721
610,2002-02-22,1m,2.0844
611,2002-02-22,2m,2.0966
612,2002-02-22,3m,2.1088
613,2002-02-22,6m,2.1451
614,2002-02-22,9m,2.181
615,2002-02-22,1y,2.2165
616,2002-02-22,2y,2.3544
617,2002-02-22,3y,2.4858
618,2002-02-22,4y,2.6107
619,2002-02-22,5y,2.7291
620,2002-02-22,6y,2.841
621,2002-02-22,7y,2.9464
622,2002-02-22,8y,3.0453
623,2002-02-22,9y,3.1378
624,2002-02-22,10y,3.2237
625,2002-02-22,15y,3.5559
626,2002-02-22,20y,3.7257
627,2002-02-22,30y,3.5781
628,2002-02-25,0d,1.9462
629,2002-02-25,1m,1.9589
630,2002-02-25,2m,1.9716
631,2002-02-25,3m,1.9843
632,2002-02-25,6m,2.022
633,2002-02-25,9m,2.0593
634,2002-02-25,1y,2.0962
635,2002-02-25,2y,2.2399
636,2002-02-25,3y,2.3773
637,2002-02-25,4y,2.5084
638,2002-02-25,5y,2.6331
639,2002-02-25,6y,2.7515
640,2002-02-25,7y,2.8635
641,2002-02-25,8y,2.9692
642,2002-02-25,9y,3.0686
643,2002-02-25,10y,3.1616
644,2002-02-25,15y,3.5317
645,2002-02-25,20y,3.7435
646,2002-02-25,30y,3.6918
647,2002-02-26,0d,1.9155
648,2002-02-26,1m,1.9284
649,2002-02-26,2m,1.9413
650,2002-02-26,3m,1.9541
651,2002-02-26,6m,1.9924
652,2002-02-26,9m,2.0302
653,2002-02-26,1y,2.0677
654,2002-02-26,2y,2.2136
655,2002-02-26,3y,2.353
656,2002-02-26,4y,2.4862
657,2002-02-26,5y,2.6129
658,2002-02-26,6y,2.7333
659,2002-02-26,7y,2.8473
660,2002-02-26,8y,2.955
661,2002-02-26,9y,3.0563
662,2002-02-26,10y,3.1512
663,2002-02-26,15y,3.5304
664,2002-02-26,20y,3.7505
665,2002-02-26,30y,3.7133
666,2002-02-27,0d,1.9112
667,2002-02-27,1m,1.9242
668,2002-02-27,2m,1.9371
669,2002-02-27,3m,1.95
670,2002-02-27,6m,1.9883
671,2002-02-27,9m,2.0263
672,2002-02-27,1y,2.0638
673,2002-02-27,2y,2.21
674,2002-02-27,3y,2.3497
675,2002-02-27,4y,2.4831
676,2002-02-27,5y,2.61
