752,002309,2300000,2016-02-27
753,002310,2270000,2016-02-27
754,002311,1000000,2016-02-27
755,002312,559000,2016-02-27
756,002313,1030000,2016-02-27
757,002314,73500,2016-02-27
758,002315,4140000,2016-02-27
759,002316,665000,2016-02-27
760,002317,1300000,2016-02-27
761,002318,1050000,2016-02-27
762,002319,827000,2016-02-27
763,002320,749000,2016-02-27
764,002321,753000,2016-02-27
765,002322,608000,2016-02-27
766,002323,236000,2016-02-27
767,002324,999000,2016-02-27
768,002325,734000,2016-02-27
769,002326,1500000,2016-02-27
770,002327,5630000,2016-02-27
771,002328,429000,2016-02-27
772,002329,840000,2016-02-27
773,002330,1470000,2016-02-27
774,002331,871000,2016-02-27
775,002332,809000,2016-02-27
776,002333,896000,2016-02-27
777,002334,2050000,2016-02-27
778,002335,989000,2016-02-27
779,002336,7360000,2016-02-27
780,002337,1490000,2016-02-27
781,002338,492000,2016-02-27
782,002339,1030000,2016-02-27
783,002340,2100000,2016-02-27
784,002341,939000,2016-02-27
785,002342,1100000,2016-02-27
786,002343,706000,2016-02-27
787,002344,1210000,2016-02-27
788,002345,3170000,2016-02-27
789,002346,203000,2016-02-27
790,002347,823000,2016-02-27
791,002348,850000,2016-02-27
792,002349,1070000,2016-02-27
793,002350,857000,2016-02-27
794,002351,14300000,2016-02-27
795,002352,385000,2016-02-27
796,002353,1070000,2016-02-27
797,002354,713000,2016-02-27
798,002355,1120000,2016-02-27
799,002356,825000,2016-02-27
800,002357,500000,2016-02-27
801,002358,1140000,2016-02-27
802,002359,745000,2016-02-27
803,002360,471000,2016-02-27
804,002361,472000,2016-02-27
805,002362,1600000,2016-02-27
806,002363,643000,2016-02-27
807,002364,1070000,2016-02-27
808,002365,1770000,2016-02-27
809,002366,1000000,2016-02-27
810,002367,1030000,2016-02-27
811,002368,1180000,2016-02-27
812,002369,703000,2016-02-27
813,002370,594000,2016-02-27
814,002371,1060000,2016-02-27
815,002372,600000,2016-02-27
816,002373,995000,2016-02-27
817,002374,468000,2016-02-27
818,002375,1370000,2016-02-27
819,002376,1380000,2016-02-27
820,002377,793000,2016-02-27
821,002378,789000,2016-02-27
822,002379,276000,2016-02-27
823,002380,722000,2016-02-27
824,002381,620000,2016-02-27
825,002382,294000,2016-02-27
826,002383,1160000,2016-02-27
827,002384,850000,2016-02-27
828,002385,2830000,2016-02-27
829,002386,1080000,2016-02-27
830,002387,848000,2016-02-27
831,002388,488000,2016-02-27
832,002389,867000,2016-02-27
833,002390,987000,2016-02-27
834,002391,471000,2016-02-27
835,002392,731000,2016-02-27
836,002393,882000,2016-02-27
837,002394,394000,2016-02-27
838,002395,516000,2016-02-27
839,002396,1380000,2016-02-27
840,002397,1930000,2016-02-27
841,002398,761000,2016-02-27
842,002399,1070000,2016-02-27
843,002400,1180000,2016-02-27
844,002401,759000,2016-02-27
845,002402,775000,2016-02-27
846,002403,4990000,2016-02-27
847,002404,841000,2016-02-27
848,002405,3930000,2016-02-27
849,002406,1290000,2016-02-27
850,002407,2340000,2016-02-27
851,002408,783000,2016-02-27
852,002409,463000,2016-02-27
853,002410,6450000,2016-02-27
854,002411,784000,2016-02-27
855,002412,686000,2016-02-27
856,002413,249000,2016-02-27
857,002414,1240000,2016-02-27
858,002415,7550000,2016-02-27
859,002416,1860000,2016-02-27
860,002418,577000,2016-02-27
861,002419,4660000,2016-02-27
862,002420,371000,2016-02-27
863,002421,1130000,2016-02-27
864,002422,1580000,2016-02-27
865,002423,948000,2016-02-27
866,002424,1800000,2016-02-27
867,002425,687000,2016-02-27
868,002426,874000,2016-02-27
869,002427,491000,2016-02-27
870,002428,742000,2016-02-27
871,002429,1380000,2016-02-27
872,002430,609000,2016-02-27
873,002431,1390000,2016-02-27
874,002432,1160000,2016-02-27
875,002433,1020000,2016-02-27
876,002434,897000,2016-02-27
877,002435,652000,2016-02-27
878,002436,867000,2016-02-27
879,002437,1060000,2016-02-27
880,002438,1030000,2016-02-27
881,002439,2370000,2016-02-27
882,002440,825000,2016-02-27
883,002441,890000,2016-02-27
884,002442,490000,2016-02-27
885,002443,1020000,2016-02-27
886,002444,1340000,2016-02-27
887,002445,1900000,2016-02-27
888,002446,771000,2016-02-27
889,002447,315000,2016-02-27
890,002448,651000,2016-02-27
891,002449,1020000,2016-02-27
892,002450,1710000,2016-02-27
893,002451,680000,2016-02-27
894,002452,734000,2016-02-27
895,002453,601000,2016-02-27
896,002454,644000,2016-02-27
897,002455,451000,2016-02-27
898,002456,2040000,2016-02-27
899,002457,825000,2016-02-27
900,002458,980000,2016-02-27
901,002459,459000,2016-02-27
902,002460,2220000,2016-02-27
903,002461,1750000,2016-02-27
904,002462,1030000,2016-02-27
905,002463,475000,2016-02-27
